Word,Frequency
wujudipun,1210
kaum,1209
rêspati,1209
rasaning,1208
gêndhis,1205
wil,1205
bêkêl,1204
mudhun,1202
sakawit,1201
omahe,1200
ngéné,1200
sumaur,1199
mongraga,1199
pang,1198
kasaru,1198
bêngi,1197
kayun,1197
tenan,1196
arja,1196
rêgi,1195
amongraga,1194
duraka,1193
lêlakon,1193
karangan,1192
jaya,1191
swarane,1190
ngarang,1190
wingi,1189
srêngenge,1189
sore,1188
paringi,1188
atos,1186
ngiras,1186
ajêg,1186
rupane,1185
andhap,1185
uni,1185
nyonyah,1185
tekan,1183
sèn,1183
tutug,1182
sikêp,1182
jawah,1181
biyang,1181
kapisan,1180
mangetan,1180
bangun,1180
rah,1180
tumbas,1180
cèthi,1180
yen,1178
kawasa,1178
mastani,1177
sêsarêngan,1176
ngasta,1175
ngati,1172
têgal,1171
jaksa,1170
amit,1170
jayèngrêsmi,1170
karaos,1169
bani,1168
bêsar,1168
mênawa,1168
nugraha,1168
waspa,1168
anauri,1168
nyêpêng,1166
als,1165
prat,1164
mirsa,1163
adus,1163
tumbak,1162
anangis,1160
anggur,1159
we,1159
ngetan,1159
anèm,1158
tirta,1158
kapêngkêr,1156
warti,1156
rumuhun,1156
kasambêtan,1156
katut,1154
têtulung,1154
pinrih,1154
tindakipun,1153
tangis,1153
patya,1153
sayid,1153
garwane,1152
nja,1152
metu,1151
gawa,1151
wangi,1151
isinipun,1150
ambêk,1150
orang,1148
sawusira,1148
kuwasa,1147
lêstari,1146
alap,1145
pêsthi,1145
ngagêm,1145
sêsaji,1145
ponang,1144
nut,1144
rowang,1143
panas,1143
waos,1143
raosipun,1142
pakuwon,1141
cukup,1140
kinanthi,1139
dhadha,1138
kasangsaran,1136
pétrus,1136
bener,1135
mata,1135
mikir,1135
kuciwa,1135
kèri,1134
maca,1133
irêng,1132
ngidul,1131
pon,1131
gara,1131
tibèng,1131
mili,1130
kaprabon,1130
bawana,1130
sêsotya,1130
wêwaton,1129
sima,1129
anggonku,1128
kalêbu,1128
administrasi,1127
garing,1125
pinunjul,1125
pasang,1124
pandhapa,1123
anitih,1123
kayadene,1120
kêbak,1120
manêmbah,1119
jênênge,1116
nglajêngakên,1116
wadhah,1115
paprentahan,1115
rumasa,1114
baladewa,1114
madu,1113
lumajêng,1113
gêtih,1112
garwanipun,1111
pikantuk,1111
wirang,1111
amêsthi,1111
malês,1111
lêmah,1111
brawijaya,1109
asu,1108
pitulungan,1108
angge,1107
rasukan,1107
mukhammad,1106
silih,1105
ngêdalakên,1105
têmbungipun,1104
ingaran,1104
maharsi,1103
uripe,1102
pangajêng,1102
linangkung,1101
déné,1101
mpu,1101
kuwat,1100
wulu,1099
katindakakên,1099
sarupane,1098
jamal,1098
dadine,1097
gon,1096
ngamarta,1096
supe,1095
enjang,1095
mangu,1094
mripat,1094
timbali,1093
niet,1093
nir,1093
reyal,1092
kumêndur,1091
calathu,1090
naraka,1090
miranti,1090
sor,1090
pagêr,1089
barise,1088
gedé,1088
ngarsanipun,1087
lit,1087
nungkul,1086
wêwah,1086
madyaning,1085
wasta,1084
kraos,1082
dara,1081
rêca,1081
kênya,1081
maringi,1080
sawarnining,1080
sakabat,1080
dharatan,1079
sariranipun,1079
kaanan,1078
wahyu,1077
kareta,1077
umbul,1077
priye,1077
sarupaning,1076
marêngi,1076
gathutkaca,1076
ambêg,1076
gêgana,1076
enjingipun,1075
sarèh,1075
yogya,1075
ngajak,1074
lakuning,1074
atut,1074
têtêdhan,1074
rajaputri,1074
sajak,1073
bêdhah,1073
mênêng,1072
becik,1069
bêntèr,1069
arane,1067
sayêktosipun,1067
sinêbut,1067
bu,1066
kuping,1066
gugup,1066
gêlar,1066
bayu,1065
wulang,1064
sajuga,1064
buda,1064
tumamèng,1063
sama,1062
wak,1062
palwa,1059
anggonmu,1058
bojo,1058
laras,1058
isining,1058
tanya,1058
tuku,1057
ngarsaning,1057
wiwitan,1055
wiyar,1055
gamêlan,1054
klana,1054
sakathahe,1053
sêntana,1051
kêlangkung,1051
cinatur,1050
kaparênga,1050
kaliyan,1049
matêng,1049
dalem,1048
tinata,1048
kêpengin,1048
waradin,1048
bêtah,1047
jilid,1047
napas,1046
kêdhu,1046
kaanggêp,1045
sakehe,1044
pêkên,1044
sukèng,1044
tumandang,1043
iman,1043
lêrêsipun,1043
anggêp,1043
taruna,1042
juga,1042
èsthi,1042
kanin,1041
kuparman,1041
kapacak,1040
kacarita,1037
dananjaya,1037
raksasa,1035
sêtya,1035
pasamuwan,1034
anggawa,1033
kasumêrêpan,1033
kaot,1033
jabang,1032
hla,1032
dhi,1031
ngrêti,1031
ewuh,1030
prasami,1030
gèn,1029
wowohan,1028
gumantung,1028
panah,1028
niyat,1028
sarèhne,1028
emut,1028
sapta,1028
anon,1027
kêndhat,1027
mitulungi,1026
pijêr,1026
surayèng,1026
atas,1025
asrêp,1024
kêmbar,1024
gènnya,1024
sukci,1024
anadene,1022
nindakake,1021
roti,1020
sagah,1019
sasradiningrat,1019
maya,1019
janji,1018
nguningani,1018
kasêrat,1018
pos,1018
agêngipun,1018
datanpa,1018
panggenanipun,1017
tatanan,1017
parêkan,1017
bugis,1017
sakarsa,1016
miyat,1016
byar,1015
kasukan,1015
jaladri,1015
sumur,1013
ngalêngka,1013
wang,1012
mèt,1012
dhawuhipun,1011
pamanggihipun,1011
lumuh,1010
rasane,1009
sisip,1009
dinangu,1009
pringgalaya,1009
sapalih,1008
mungguhing,1007
katimbang,1006
wusing,1006
muksa,1006
mbotên,1006
surup,1005
wangsulane,1005
rana,1005
rina,1003
dawa,1003
akeh,1002
jrih,1002
pitados,1001
kalihe,1001
ingutus,1001
atawa,1001
jêro,1000
kawartosakên,1000
darah,999
kadunungan,998
randha,998
ngarani,997
ngupados,997
awasta,997
kêdhiri,997
nututi,996
endra,995
jêne,994
lambe,993
nampa,993
pala,992
kapêksa,992
mèmpêr,992
trunajaya,992
suwita,991
tanêman,991
jajahan,990
narik,990
waja,990
patah,990
patine,989
rikat,989
dhiri,989
tamat,989
laut,989
ngisa,989
kapara,988
arang,988
alah,988
wande,988
rêna,987
kêdhik,987
warnanên,987
kelan,987
nunggang,985
lêstantun,985
ibrahim,985
gumun,984
kadipatèn,984
supêna,984
salawase,983
miskin,983
waspada,983
jaluk,983
sugriwa,983
pakewuh,982
ling,982
wêdana,982
lire,981
kathahing,981
sala,981
angaturi,981
rêmbagipun,981
kinon,981
kênèng,981
satêmah,981
ngrasa,978
kundur,978
sinuwun,977
sêmune,977
ngurawan,977
yakub,976
kasmaran,976
jênar,976
raina,975
anuntên,975
dadosa,974
panti,973
sumangga,971
sandhang,971
sêdyanipun,971
alinggih,971
perang,970
adêging,970
sawusnya,970
dènya,969
karêm,969
suwuk,969
ngiring,968
dengan,968
aglar,968
narima,966
suraosipun,966
bambang,966
satru,965
kêncêng,964
lampahan,963
pasamuan,963
kautus,962
slamêt,962
bêksa,962
panduka,962
parangakik,962
puji,961
main,961
wacana,960
guprêmèn,960
kêndhang,960
lampahi,958
sah,958
untung,958
mlaku,957
rajabrana,957
pinundhut,956
gumêrah,956
aturakên,954
wontêna,954
saras,953
dumuginipun,953
kèksi,953
dwi,953
sunu,952
kaetang,951
salami,951
sutra,951
coba,950
amanggih,950
gandhèk,950
kapati,950
lalis,949
bisaa,948
anglangkungi,948
kadhatun,948
manon,948
tinuding,947
lèngsèr,947
sayêktine,947
goroh,946
pae,946
ngrungu,945
ku,945
ini,945
gêgayutan,945
nênêm,944
sumbadra,944
nglawan,943
bokmanawa,943
sèkêt,943
praptanira,943
runtik,943
sêga,942
umangsah,942
uwus,942
nalikane,941
lantaran,940
dhukun,940
mr,940
kasor,940
sambat,939
lampahnya,939
sida,937
salaminipun,936
pulih,936
myat,936
ngalam,936
pasarean,935
wignya,935
liningan,935
mangidul,934
mokal,933
kilat,933
dhêndha,933
andhèr,933
èsmu,933
wêdalan,933
makasar,932
kancane,930
dimèn,930
pantun,930
pandamêlipun,929
wadyanira,929
nggawarsita,929
dadak,928
nung,928
sarjana,927
jêbul,927
sadhengah,926
satunggalipun,926
tinêmu,926
ngibarat,926
jamil,926
yuswa,925
bij,925
the,924
panggonane,923
anuwun,923
pisang,923
singgih,923
sajatine,922
ju,922
nduwé,922
dènnira,922
kalêrês,921
sêndhang,921
yatra,920
waktu,919
sumiwi,918
bintara,918
marani,917
tuna,917
saksi,916
putranira,916
kewran,915
wrêksa,915
dibya,915
ngandikan,914
watang,914
sipi,914
bawa,914
pamanahan,914
bima,913
dongèng,913
ngrêmbag,913
muhung,913
martapura,913
milanipun,912
waluya,912
pirsa,911
edan,911
rêbah,911
anjujug,911
amir,911
ijo,910
mêngkana,910
galak,908
rinêngga,908
turune,907
kagêm,907
sêmakun,907
muliha,906
tosan,906
karang,906
jumungah,906
atiku,905
wedi,904
dhéwé,904
sata,903
ratune,903
kapratelakakên,903
rêkaos,903
mratelakakên,902
marmane,902
lêpas,901
manthuk,901
eram,899
ali,898
atimu,898
kacandhak,898
priy,898
ingriku,898
wruhanira,897
kadugi,896
bèi,896
mêsthine,895
prau,894
sandi,894
pukul,894
bandhung,893
alami,892
yerusalem,892
balanipun,892
april,892
lulus,892
kandêl,892
tinggal,891
yehuda,891
kuwawi,891
abraham,890
saliring,890
tarima,890
janaka,890
ninggal,889
prakosa,889
konjuk,889
salaka,889
kuli,889
sarat,889
dhèrèk,888
dayaning,887
madukara,887
ajur,886
têtanya,886
suwarga,886
mirid,885
nèm,885
lingnya,885
manahe,885
indhu,885
tingkah,884
trus,884
kena,883
wisa,883
arame,883
pasuruan,881
samangsa,880
ngampil,880
tambuh,880
jin,880
pandamêl,879
tumêkèng,879
kacariyosakên,879
iring,878
alip,878
biting,878
kreta,877
abagus,877
lêmbat,877
sukra,877
sanyata,876
roro,876
oncat,874
kaanane,874
prênah,874
mantêp,873
timbang,872
sukaning,872
dadiné,872
maktal,872
dangunipun,871
buri,871
nêpsu,871
anjaluk,871
kèhe,870
watês,870
carik,870
nira,870
lingga,870
watara,869
latah,869
majalêngka,869
mamrih,868
gora,868
utang,867
arani,867
sawadya,867
bêbasan,867
olèhe,866
ênggon,866
anging,866
sandhangan,865
mulang,865
pari,865
waras,865
curiga,865
nalendra,865
tumuwuh,864
lênggana,864
pandhan,863
seje,863
suleman,863
tumêdhak,863
tumpês,863
sajrone,862
labêt,862
wêning,862
wisesa,861
asal,860
sumambung,860
napa,859
kawuryan,859
dawêg,859
sora,858
ngambil,858
kathik,858
kyagêng,858
nggawa,857
anakku,856
arinira,856
wedhus,855
kasarasan,855
tidak,855
sakehing,854
wiyati,853
ndaraka,853
tampa,852
prajurite,852
karasa,852
pangintên,852
midêr,852
giris,851
jagi,850
pinasthi,850
kenèng,850
nêmbe,850
wrin,850
sirêp,850
caraka,850
rosa,849
toyanipun,849
bangsal,849
maras,849
dera,849
manik,849
sarpa,849
umum,848
sawah,848
kêpriye,848
yaksa,848
karsaa,847
saos,847
nitik,847
atata,847
sarêm,847
wasis,846
sapanunggalane,846
munggwing,846
pelog,846
tangane,845
bisane,845
patitis,845
kaji,845
wage,845
nadhahi,844
mukti,844
wongé,843
panuju,842
ajêjuluk,842
kiye,842
trahing,841
intên,841
bantên,841
gustine,840
vi,840
wawrat,839
dora,839
wigatos,839
surawèsthi,839
pindhah,838
magut,838
mega,837
nyêkêl,837
wastra,837
mandraka,837
mesir,836
tataning,836
jèngraga,836
pratingkah,835
minulya,835
unine,834
andadèkake,834
dahana,834
antarane,833
jinunjung,833
kasuwun,833
nuwuhakên,833
ngajêngakên,833
wicantênipun,832
jangji,832
ukara,832
angamuk,832
ganti,831
sujud,830
têpung,830
brata,830
bêcike,829
kulina,828
tinuduh,828
kawawa,828
rukmi,827
wêwangi,827
cênthini,827
babon,826
siksa,826
anampèni,826
nonton,825
nèdêrlan,825
gaib,825
tarsan,825
sapriki,824
layar,824
wujuding,824
tikêl,824
dumadakan,823
ingaturan,823
wuwuse,822
luwar,821
sadhela,821
paing,821
siyaga,820
januari,820
kêkasih,820
anoman,820
apês,819
pamadi,819
nguwuh,818
tinampan,818
ne,818
ngandêl,818
adam,817
ngrika,817
damarwulan,817
wre,817
kadung,816
warata,815
tiyangipun,815
wanda,815
thukul,814
bapakne,814
pangwasa,814
brahala,814
dhinawuhan,814
pagawean,813
panganggenipun,813
sukma,813
diceritakan,813
maning,813
rencang,812
mapag,812
gèk,812
wêkas,812
bètèng,811
budha,811
nutug,810
êmpun,810
jênggala,810
sudira,810
burudangin,810
ukuman,809
wakil,808
jêmbar,808
tigan,808
prabawa,807
anggalih,807
kawistara,807
bl,806
radyapustaka,806
bibar,806
aturing,806
kaangge,805
sangkuni,805
tembung,804
jisim,804
was,804
atêr,804
solahe,804
sijine,803
masanggrahan,803
sakêthi,803
patrapipun,802
kacêpêng,802
ngakathah,802
semah,801
mindha,801
jatining,801
tingali,800
thathit,800
akal,799
upacara,799
sêpuhipun,799
wêdalipun,799
deze,799
trah,798
putraningsun,798
sade,798
pradata,798
gingsir,798
pramana,798
kasih,798
adêg,798
wahana,797
binuka,796
liman,796
nunggal,795
duryudana,795
brama,794
anglir,794
dhaup,794
bangsane,793
ngirid,793
ngawula,793
nilar,793
adol,793
sêlir,793
têngga,792
purbaya,792
brana,791
kapatrapan,791
nganggit,790
sawêngi,790
sinêdya,790
sabat,789
ketang,789
kasusastran,788
tanganipun,787
kidung,787
mawon,787
men,787
miwiti,786
kaluputan,786
laladan,786
pasah,786
wira,786
kapêthuk,786
sagunge,786
punjul,785
padhusunan,785
saklangkung,785
pakarti,784
kon,784
merang,783
butuh,783
bèri,783
agni,783
buron,782
mrene,782
kasusahan,782
rakyat,782
kaluhuran,782
umat,782
gadhing,782
rêgining,782
misih,782
dhawuhe,781
mêkatên,781
pangagênging,781
tangèh,781
kadipundi,781
pèni,781
ngaso,780
taha,780
têguh,780
mawur,780
wêkasanipun,780
rarasati,779
wingit,778
mentar,778
ah,777
sawulan,777
têngahing,777
gènira,777
nulungi,776
andhawuhakên,776
kêncana,776
wêdaling,776
kalane,775
yuta,775
candra,775
pêthikan,775
toko,774
ook,774
bandung,774
mandhap,773
maido,773
sapraptanira,773
lêbu,773
cilaka,772
katrajang,772
sutyi,772
pangajaran,772
jangan,771
sapêpadhane,771
siddha,771
adiwijaya,770
dêlèr,770
labuh,769
cakraningrat,769
katêtêpakên,769
satata,768
karsinah,768
cacad,767
kaula,767
kandha,766
muring,766
rinangkul,766
mar,766
siswa,765
kumêndhan,765
cacahipun,764
sena,763
omong,763
gêlap,763
radi,762
lêbur,762
pisungsung,761
piranti,761
ananing,761
waragad,761
niba,761
pajêg,761
têmbunge,761
kumitir,761
manggihi,760
karan,760
pêcah,760
manyura,760
lajeng,759
alang,759
sêratan,759
ngêntosi,759
ngunjuk,758
kuwatir,758
blz,758
ayya,758
têbah,758
aling,757
nyambutgawe,757
pacak,757
sukawati,757
vii,757
pitik,757
dumugining,757
warsi,757
pakèwêd,757
temah,756
gunggung,756
sêkawan,756
tama,756
angur,755
don,755
prêlunipun,755
japara,755
jêbèng,755
juli,754
karanganipun,754
puj,754
nusirwan,754
tumitah,753
waringin,753
baé,753
cindhe,753
kaduk,752
andon,752
lukas,752
sunat,752
nahan,751
nagarinipun,751
cakêt,751
lêlana,751
ngekèki,750
arak,749
lèrèn,749
ncaniti,749
ngarah,748
pantyèn,748
sakêlangkung,748
jumeneng,747
ayêm,747
bisma,747
sineba,746
bantu,746
pawarta,745
witan,744
ebah,744
ngali,744
wasi,744
muridé,742
sabtu,742
ilustrasi,742
ngulama,741
boya,741
pêdhot,741
gelem,740
menda,740
serta,740
katampèn,740
bêndhe,740
sangang,739
bandera,739
jênang,739
buwana,739
sudara,739
kadhawahan,738
ngapura,738
wêlandi,738
lêt,737
mirêngakên,737
nindhihi,737
sawung,737
samarga,737
suw,737
bojone,736
nuruti,736
caranipun,736
kêpanggih,736
jêngkar,736
layak,736
sawênèhing,736
adipatya,736
dip,736
kiyamat,735
dugi,735
kapindho,734
kliwon,734
kaliwat,733
kinaot,733
manuswa,733
klas,733
cundhuk,732
pasrah,732
kêpêksa,732
ambabar,732
kabudidayan,732
sabanjure,731
cacahe,731
prasaja,731
al,731
saening,731
rêmbulan,731
amêngku,731
amasthi,731
osik,730
tandang,730
padu,730
krasa,730
ladrang,730
daha,730
siwah,729
suralaya,729
latri,729
ijêm,729
lamdahur,729
soma,728
malbèng,727
paksi,727
wibisana,727
mariyêm,727
tumama,726
dhukuh,725
yogi,725
wadyèng,725
pindho,724
maruta,724
pakênira,723
anêtêpi,722
ratih,722
telung,721
kukuh,721
katingalan,721
tumiba,720
bal,720
sakwisé,720
sumungkêm,720
endhang,720
pangèstu,719
kabanaran,719
mesthi,718
walang,718
rakit,718
pangangge,718
têksih,718
nawala,718
atanapi,718
ungêl,718
sawêr,718
malêbu,717
lila,716
sihing,716
tatakrama,716
cêkak,716
ngêmungakên,716
pasêmon,716
paningal,715
inya,715
mlayu,715
itali,715
gustinira,714
wadi,714
saru,714
juni,714
dal,714
worden,714
tobat,714
ngrusak,713
ajak,713
panggah,713
urmat,712
martalaya,712
ura,712
kaprênah,712
tawang,712
astane,711
bayar,711
tumanduk,711
tekad,711
untuk,711
lumêbu,711
cinarita,711
yata,711
sujana,710
semaur,710
anggoné,710
sindurêja,710
paseban,709
kosokwangsulipun,708
wasita,708
pamarentah,708
sangu,707
prahara,707
ngumpul,707
puja,707
sêsêbutan,707
êmbuh,707
gita,707
brahma,707
guntur,707
malebari,707
niki,706
tembungé,706
lakoni,705
ujug,705
mêndhung,705
ukum,704
garudha,704
sèptèmbêr,704
marsudi,704
kalihnya,704
ngarab,704
pinilih,703
rahsa,703
pandhapi,703
tumrape,702
alênggah,702
kalangan,701
dilah,701
sêdhih,701
kantaka,701
donga,700
kautaman,700
mèi,700
kumisi,700
paresidhenan,700
kisma,700
anaa,699
bata,699
pangraos,699
ungêlipun,699
tot,699
atmaja,699
jumênêngipun,699
gawene,698
lathi,698
katura,698
kadadosakên,698
awan,697
ndeleng,697
tutup,697
burisrawa,697
patutan,696
prawan,696
srana,696
wibawa,696
manggung,696
rawi,696
kucing,696
wangsit,695
mampir,695
kuru,694
murah,694
suwara,694
le,694
samargi,694
mupakat,693
wêkasane,693
tinangkil,693
pagêlaran,693
adêgipun,693
wédok,692
gènipun,692
ambyah,692
anggarap,692
kara,692
kaptin,692
benang,691
awu,691
adu,691
bathik,691
titihan,690
pitulung,690
mina,690
pêngulu,690
anglajêngakên,690
cêdhak,690
ngaturkên,690
kunthi,690
awujud,689
mong,689
têmpuh,689
singasari,689
tanggap,689
mêntaram,689
pangandikaning,688
musna,688
kabungahan,688
angaturakên,688
pandung,688
dhaharan,687
mriyêm,687
têpining,687
milane,687
katêrangan,687
nyawang,686
sababe,686
wuyung,686
duga,686
kung,686
tumindaking,685
kasêmbadan,685
kawêngku,685
palabuhan,684
kasbut,684
anggêntosi,684
anêmbah,684
bela,683
okèh,683
né,683
enz,683
watêke,683
tingkir,683
kudanawarsa,683
lho,682
mangangge,682
kepéngin,682
dalam,682
da,681
sigêg,681
bujana,680
gulu,680
miring,679
golong,679
mêngsahipun,679
wirya,679
ugêr,679
umangkat,679
ngèngêti,679
rêke,679
yusuf,678
damar,678
ngangkah,678
rawuhipun,678
kodrat,678
pawongan,678
gênging,678
mak,677
kapat,677
panganan,677
wijiling,677
ti,677
suranata,677
kingkin,677
rangu,677
kalawarti,677
digawe,676
bayaran,676
minggu,676
yérusalèm,676
jarwa,676
narada,676
dhampar,675
lwir,675
ginanjar,674
uwit,674
gupêrmèn,674
prajanjian,673
gadhahanipun,673
wuninga,673
hij,673
têluk,673
digawa,672
bebarengan,671
raden,671
linuhung,671
sapraptane,671
ngabêsi,671
wosipun,670
nambut,670
latin,670
napsu,670
kaparak,670
rêkasa,669
agêm,669
itoe,669
mangkuyuda,668
lumajar,668
kalêrêsan,668
ngalèr,668
barisan,667
nikèn,667
kêtingal,667
ciri,666
murka,666
pinanggihipun,666
dunung,666
olih,666
kancanipun,665
samukawis,664
cap,664
galihipun,664
pandulu,664
bajul,664
warnanira,663
akir,663
tuduh,662
lêkas,662
salya,662
pasitèn,662
wulung,661
pabarisan,661
ngadhêp,661
padaleman,660
sadayane,660
sadulure,659
malaekat,659
gumingsir,659
dikon,659
kalanipun,659
wimbuh,659
suryanagara,659
ruslan,659
ungêling,658
wangun,658
bêras,658
yêktine,658
kawontênakên,657
ênggih,657
adarbe,657
pêpanggihan,657
mungsuhe,656
kakangira,656
pasulayan,656
kawuningana,656
rêginipun,656
nadhah,656
tambangraras,656
ngutus,655
awakmu,655
pikiran,655
tiningalan,655
sudah,655
binathara,655
kuwe,655
barung,655
mangkata,654
ngapa,654
tanda,654
latar,654
kuwatos,653
karampungan,653
parang,653
mêjahi,653
sawêlas,653
sapraptaning,653
nglurug,652
siyam,652
otot,652
inggal,652
angrungu,652
parêdèn,652
tionghwa,652
jagung,651
êrah,651
natakusuma,651
gandhewa,650
kêbon,650
ngilèn,650
pendah,650
waskitha,650
suwargi,650
anakmu,649
ngrasuk,649
praptanipun,649
samawis,649
namane,648
rahmat,648
mêndhak,648
sayêmbara,648
parêk,648
nrêpati,648
kantênan,647
marcapada,647
ordhê,647
caraning,646
angga,646
menakjingga,646
semahipun,645
mlampah,645
sêratipun,645
kadange,644
awotsari,644
korawa,644
karone,643
mandhêg,643
jayakusuma,643
jayènglaga,643
andêlêng,642
kanang,642
têmu,642
kabêgjan,642
ama,641
tanduk,641
kapêndhêt,641
banyumas,641
nyêmbah,641
kêkirangan,641
dilakoni,640
angabèi,640
ik,640
thole,640
anaking,639
wèt,639
larut,639
agya,639
ingaranan,639
nyi,639
sangandhaping,638
uwuh,638
wanuh,638
gathuk,638
ranu,638
kalapa,638
pranaraga,638
waton,637
trima,637
panyuwun,637
dhesèmbêr,637
kèhing,636
jayèngsari,636
waris,635
panggung,635
mes,635
ayunan,635
jumurung,635
wêdhus,635
mayang,635
arda,635
ramening,634
kalindhih,634
bintang,634
mêngkene,634
sacêlakipun,634
nêrak,634
nuhun,634
siram,633
lamat,632
wondening,632
lamine,632
yudane,632
yakti,632
abdine,631
timbalana,631
nolih,631
agustus,631
am,631
binuwang,631
mangilèn,631
ngawaki,631
jayapuspita,631
osiking,630
luh,630
ewasamantên,630
gambir,630
be,629
ariya,629
karêp,629
anduwèni,629
sitinggil,629
nglêbêt,629
watêk,629
sukani,628
katawis,628
solo,628
sumewa,628
sirahipun,627
batine,627
patos,627
amastani,627
langganan,627
bênêre,627
angungsi,627
pawon,626
lilani,626
sesuk,626
nangkil,626
abaris,626
jêjêl,626
tambur,626
nêrpati,626
karia,625
banon,625
pêjahipun,625
je,625
kolonèl,625
kalihira,625
elok,624
pamuji,624
tikus,624
salawe,624
anjagi,624
antawisipun,623
geni,623
wuta,623
datang,623
supênuh,623
pagene,623
alok,622
pratela,622
saba,622
amundhut,622
palataran,622
putusan,621
topèng,621
satemah,620
prayoginipun,620
man,620
kanca,620
wadyane,620
riya,620
puspita,620
ncanagara,620
sinta,620
mathuk,620
koncar,620
dosane,619
tunggu,619
kanjêng,619
brangti,619
etanging,618
kukum,618
cêmpala,618
yeka,618
prandene,618
gagah,617
id,617
ênu,617
kayaparan,617
wutah,616
adan,616
kepada,616
sêsorah,616
sinêmbah,616
nampik,615
wicara,615
panjangipun,615
picis,615
dit,615
têtingalan,615
mundura,614
angêmasi,614
ambayar,614
wêruha,614
kambah,613
kawruhana,613
ijik,613
ix,613
sêkolah,613
langgeng,612
dolanan,612
prekara,612
agêsang,612
kapundhut,611
teja,611
aparing,611
ngêwrat,611
lingsir,610
ngiwa,610
melik,610
têng,610
samangkin,610
tumindakipun,610
prasêtya,610
makaten,609
sapintên,609
abra,609
apêputra,609
sakti,609
sotya,608
sadangunipun,608
sawang,608
riris,608
polah,607
marta,607
kaparingakên,607
bêdhug,607
lautan,607
liripun,607
senapatya,607
balia,606
usul,606
lurung,606
kabul,606
sawingkinging,606
lêksa,606
lulut,606
pangucape,605
wohipun,605
miris,605
pangéran,605
krodha,605
kalêksanan,605
nginum,605
anandhang,605
jalmi,605
kiyat,604
makuwon,604
iba,604
satêngahing,604
sapiturutipun,604
arah,603
ngakên,603
cakrajaya,603
wlandi,603
banjir,602
minggat,602
pêparab,602
angrasa,602
gandarwa,602
katimbalan,601
saguh,601
meja,601
sabuk,601
tandha,601
panggaotan,601
kuwur,601
kéné,601
sumatra,601
kêpati,601
brajanata,601
turki,601
pandhu,601
masang,600
sêpên,600
kadhatêngan,600
kalêbêtakên,600
ginawa,600
marêm,600
tunggul,599
torèt,599
agênging,599
lêluhur,599
pratelan,598
sifat,598
sikil,597
utus,597
untu,597
gumanti,597
niti,596
rambut,596
enggoné,596
igih,596
pèngêtan,596
jujug,596
viii,596
gedhe,595
cacahing,595
nêmahi,595
mênga,595
wayahe,594
ngangkat,594
prentah,594
wêtêng,594
pikajêngipun,594
kabêcikan,594
rikala,593
militèr,593
nyêrat,593
manahira,593
bindi,593
bagendha,593
